text,label
"محمد أحمد - مهندس برمجيات - خبرة 5 سنوات. Python, JavaScript, React. بكالوريوس علوم حاسوب جامعة القاهرة 2018.",human
أحمد علي - محلل بيانات - 3 سنوات. تحليل البيانات وإعداد التقارير. Google Data Analytics.,human
سارة محمد - مصممة جرافيك - 4 سنوات. شعارات، هويات بصرية، واجهات.,human
"خالد محمود - مطور Full Stack - 6 سنوات. Node.js, Python, PostgreSQL.",human
فاطمة حسن - مديرة مشاريع - PMP. إدارة فرق تطوير برمجيات.,human
"عبدالله سعيد - مهندس DevOps - 4 سنوات. Kubernetes, Docker, CI/CD.",human
نور الدين - محلل أمن معلومات - CEH. اختبار الاختراق.,human
"مريم علي - مطورة جوال - Flutter, React Native. 3 سنوات.",human
"يوسف أحمد - مهندس شبكات - CCNA, CCNP. 7 سنوات خبرة.",human
"هدى محمد - تسويق رقمي - Google Ads, Meta Ads. سنتان.",human
أحمد - مطور - Python Java - جامعة عين شمس 2019,human
سلمى - محاسبة - 2 سنوات - محاسب معتمد,human
طارق - فني IT - صيانة أجهزة - 5 سنوات,human
لينا - مترجمة - عربي إنجليزي - 3 سنوات,human
كريم - مدير مبيعات - تقنية - 4 سنوات,human
محمد أحمد يقدم نفسه كمهندس برمجيات متميز يتمتع بخبرة واسعة في مجال تطوير التطبيقات الحديثة. يتميز بقدرة استثنائية على حل المشكلات المعقدة وإيجاد حلول مبتكرة.,ai
أحمد علي محلل بيانات محترف يتمتع بمهارات تحليلية متقدمة وقدرة على تحويل البيانات المعقدة إلى رؤى قابلة للتنفيذ.,ai
سارة محمد مصممة جرافيك مبدعة تتميز بأسلوب فني فريد وقدرة على إنشاء تصاميم جذابة واحترافية تلبي احتياجات العملاء.,ai
خالد محمود مطور Full Stack متخصص يتمتع بخبرة عميقة في بناء تطبيقات ويب متكاملة وقابلة للتوسع.,ai
فاطمة حسن مديرة مشاريع محترفة معتمدة PMP تتميز بقدرات قيادية استثنائية وإدارة ناجحة للفرق والمشاريع التقنية.,ai
Software Engineer - 5 years exp - Python Java C++ - BSc Computer Science,human
Data Analyst - 3 years - SQL Excel Power BI - Statistics degree,human
Full Stack Developer - Node React MongoDB - 6 years experience,human
Experienced software engineer with proven track record in developing scalable web applications. Expertise in Python and JavaScript.,ai
Professional data analyst with exceptional analytical capabilities and ability to transform complex datasets into actionable insights.,ai
عمر حسن - مطور - 2 سنوات - Django Flask - خريج 2022,human
نادية كريم - محاسبة - 6 سنوات - شهادة CIMA,human
رامي سعد - مصمم UI/UX - 3 سنوات - Figma Adobe XD,human
عمر حسن مطور برمجيات متميز يتمتع بمهارات استثنائية في تطوير التطبيقات الحديثة وقدرة فائقة على الابتكار.,ai
نادية كريم محاسبة محترفة تتميز بدقة استثنائية في التحليل المالي وإعداد التقارير المعقدة.,ai
Backend Developer - Java Spring Boot - 5 yrs - Microservices,human
Frontend Dev - React TypeScript - 3 years - Responsive design,human
Backend developer with exceptional expertise in building scalable microservices. Strong problem-solving abilities.,ai
Frontend specialist with comprehensive experience in creating responsive user interfaces.,ai
مهندس كهرباء - 4 سنوات - تصميم دوائر - خريج هندسة,human
طبيب أسنان - 3 سنوات - عيادة خاصة - بكالوريوس طب,human
مهندس كهرباء متميز يتمتع بخبرة واسعة في تصميم الدوائر الكهربائية المعقدة وقدرة استثنائية على حل المشكلات.,ai
طبيب أسنان محترف يتمتع بمهارات سريرية متقدمة وقدرة على تقديم رعاية شاملة تلبي أعلى معايير الجودة.,ai
علي - سائق - 3 سنوات - توصيل,human
فاطمة - خياطة - 5 سنوات - أزياء نسائية,human
علي سائق محترف يتمتع بخبرة استثنائية في التوصيل الآمن والفعال وقدرة على التعامل مع مختلف الظروف.,ai
فاطمة خياطة مبدعة تتميز بأسلوب فني فريد وقدرة على إنشاء أزياء جذابة واحترافية تلبي احتياجات العملاء.,ai
CV - Name: Ahmed - Job: Developer - Skills: Python - Education: BSc 2019,human
Professional software engineer with exceptional problem-solving skills and comprehensive expertise in full-stack development.,ai
مهندس - 2 سنوات - خريج حديث,human
مهندس برمجيات متميز يتمتع بقدرات استثنائية ومهارات متقدمة في مجال التكنولوجيا.,ai
دينا محمود - مطورة - React Vue - 4 سنوات,human
وليد جمال - مدير IT - 10 سنوات - إدارة فرق,human
دينا محمود مطورة ويب متخصصة تتمتع بخبرة عميقة في بناء تطبيقات تفاعلية حديثة وقابلة للتوسع.,ai
وليد جمال مدير تقنية محترف يتمتع بقدرات قيادية استثنائية وإدارة ناجحة للفرق التقنية والمشاريع.,ai
ML Engineer - TensorFlow PyTorch - 4 years - NLP experience,human
Cloud Architect - AWS Azure - 8 years - Solutions design,human
Machine learning engineer with advanced capabilities in developing AI models. Deep expertise in neural networks.,ai
Cloud architecture expert with extensive experience in designing scalable infrastructure solutions.,ai
محامي - 5 سنوات - قضايا تجارية - نقابة المحامين,human
معلم لغة عربية - 8 سنوات - ثانوية عامة,human
محامٍ متخصص يتمتع بخبرة شاملة في القضايا التجارية وقدرة استثنائية على تمثيل العملاء بكفاءة عالية.,ai
معلم لغة عربية متميز يتمتع بقدرات تربوية استثنائية وإثراء تجربة التعلم للطلاب.,ai
حسن - نجار - 8 سنوات - أثاث,human
زينب - معلمة - 10 سنوات - ابتدائي,human
حسن نجار خبير يتمتع بمهارات شاملة في صناعة الأثاث وقدرة على تنفيذ تصاميم معقدة بدقة عالية.,ai
زينب معلمة متميزة تتمتع بقدرات تربوية استثنائية وإثراء تجربة التعلم بأعلى معايير التميز.,ai
QA Engineer - Selenium - 5 years - Automation testing,human
Product Manager - B2B SaaS - 6 years - Roadmap planning,human
Quality assurance professional with comprehensive expertise in automated testing and ensuring software quality at scale.,ai
Product management specialist with exceptional ability to define vision and execute product roadmaps that drive business growth.,ai
ممرض - 6 سنوات - رعاية intensiv - شهادة تمريض,human
مهندس معماري - 7 سنوات - تصميم مباني - AutoCAD,human
ممرض محترف يتمتع بمهارات رعاية شاملة وقدرة على التعامل مع الحالات الحرجة بكفاءة واحترافية.,ai
مهندس معماري مبدع يتمتع بأسلوب تصميمي فريد وقدرة على إنشاء تصاميم معمارية مبتكرة.,ai
هالة علي - محللة بيانات - Python R - 2 سنوات,human
طارق ناصر - مهندس QA - اختبار برمجيات - 5 سنوات,human
هالة علي محللة بيانات متميزة تتمتع بمهارات تحليلية متقدمة وقدرة على تحويل البيانات إلى رؤى قابلة للتطبيق.,ai
طارق ناصر مهندس ضمان جودة خبير متخصص في اختبار البرمجيات واكتشاف العيوب وتطبيق أفضل ممارسات الاختبار.,ai
محاسب ضرائب - 4 سنوات - شركة محاسبة,human
صحفي - 5 سنوات - صحيفة يومية - تحرير أخبار,human
محاسب ضرائب متخصص يتمتع بخبرة عميقة في التحليل الضريبي وإعداد الإقرارات المعقدة بأعلى معايير الدقة.,ai
صحفي محترف يتمتع بمهارات تحريرية استثنائية وقدرة على تغطية الأخبار بدقة واحترافية عالية.,ai
UX Researcher - User studies - 4 years - Figma Miro,human
Technical Writer - API docs - 3 years - Developer experience,human
User experience researcher with proven track record in conducting user studies and translating insights into actionable design recommendations.,ai
Technical documentation specialist with exceptional ability to create clear comprehensive documentation that enhances developer experience.,ai
سائق شاحنات - 10 سنوات - رخصة ثقيلة,human
سباك - 15 سنة - تركيبات - عمل حر,human
سائق محترف يتمتع بخبرة واسعة في نقل البضائع بأمان وكفاءة وقدرة على التعامل مع الطرق المختلفة.,ai
سباك خبير يتمتع بمهارات شاملة في التركيبات والصيانة وقدرة على حل المشكلات بسرعة واحترافية.,ai
سهام فتحي - مديرة موارد بشرية - 8 سنوات,human
ياسر عماد - مطور Backend - Java Spring - 6 سنوات,human
سهام فتحي مديرة موارد بشرية محترفة تتميز بقدرات استثنائية في إدارة المواهب وتطوير فرق العمل.,ai
ياسر عماد مطور Backend متخصص يتمتع بخبرة واسعة في بناء أنظمة خلفية قوية وقابلة للتوسع.,ai
Security Engineer - SOC - 5 years - Incident response,human
Database Admin - SQL Server Oracle - 7 years - Performance tuning,human
Security engineering professional with comprehensive expertise in monitoring detecting and responding to security incidents effectively.,ai
Database administration expert with extensive experience in optimizing performance and ensuring data integrity at scale.,ai
محمود - حداد - 12 سنة - صناعة معدنية,human
رانيا سامي - مصممة محتوى - كتابة تسويقية - 3 سنوات,human
محمود حداد محترف يتمتع بخبرة واسعة في الصناعات المعدنية وقدرة على تنفيذ مشاريع معقدة بكفاءة.,ai
رانيا سامي مصممة محتوى مبدعة تتميز بقدرة استثنائية على إنشاء محتوى تسويقي جذاب يحقق أهداف العملاء.,ai
Resume - Software Engineer - 4 years - Java C# - MS Computer Science,human
Curriculum Vitae - Data Scientist - ML DL - 3 years - PhD candidate,human
Experienced data scientist with advanced analytical capabilities and ability to transform complex data into actionable business insights.,ai
Results-driven professional with proven track record of excellence in delivering high-quality solutions that exceed expectations.,ai
محاسب - 5 سنوات - شهادة,human
مطور - Python - 3 سنوات,human
محاسب محترف يتميز بدقة استثنائية في التحليل المالي وإعداد التقارير المعقدة.,ai
مطور متخصص يتمتع بخبرة عميقة في بناء تطبيقات حديثة بأعلى معايير الجودة.,ai
عبدالله سعيد مهندس DevOps خبير متخصص في بناء وتطوير البنية التحتية السحابية الحديثة مع التركيز على الأتمتة.,ai
نور الدين أخصائي أمن معلومات معتمد يتمتع بخبرة شاملة في حماية الأنظمة واكتشاف الثغرات.,ai
مريم علي مطورة تطبيقات جوال متميزة تتمتع بمهارات متقدمة في بناء تطبيقات متعددة المنصات.,ai
يوسف أحمد مهندس شبكات محترف يتمتع بخبرة واسعة في تصميم وإدارة البنى التحتية للشبكات المعقدة.,ai
هدى محمد أخصائية تسويق رقمي مبدعة تتميز بقدرة على تصميم وتنفيذ حملات تسويقية ناجحة تحقق أهداف العملاء.,ai
أحمد يقدم نفسه كمطور برمجيات متميز يتمتع بخبرة استثنائية وقدرات تحليلية فائقة في مجال التكنولوجيا.,ai
سلمى محاسبة محترفة تتميز بدقة استثنائية في التحليل المالي وإعداد التقارير المالية المعقدة.,ai
طارق فني IT خبير يتمتع بمهارات شاملة في صيانة الأنظمة والشبكات مع قدرة على حل المشكلات التقنية.,ai
لينا مترجمة محترفة تتميز بدقة لغوية استثنائية وقدرة على نقل المعاني بدقة بين اللغات العربية والإنجليزية.,ai
كريم مدير مبيعات متميز يتمتع بمهارات تفاوضية استثنائية وقدرة على بناء علاقات عمل قوية وتحقيق أهداف المبيعات.,ai
Graphic Designer - 4 years - Photoshop Illustrator - Portfolio available,human
Project Manager - PMP certified - Agile Scrum - 8 years,human
Creative graphic designer with unique artistic style and ability to create compelling professional designs that meet client needs.,ai
Certified project manager with exceptional leadership capabilities and successful management of technical teams and projects.,ai
DevOps Engineer - AWS Docker K8s - 4 years - Linux admin,human
Cybersecurity Analyst - CEH - Penetration testing - 3 years,human
DevOps expert specialist in building and developing modern cloud infrastructure with focus on automation and reliability.,ai
Certified cybersecurity specialist with comprehensive experience in protecting systems and discovering vulnerabilities.,ai
Mobile Developer - Flutter iOS Android - 5 years,human
Network Engineer - CCNA CCNP - 7 years - Cisco certified,human
Distinguished mobile app developer with advanced skills in building cross-platform applications with exceptional user experience.,ai
Professional network engineer with extensive experience in designing and managing complex network infrastructure.,ai
Marketing Specialist - Digital ads - 2 years - Google certified,human
John Smith - Developer - Python - MIT 2020 - 2 yrs exp,human
Creative digital marketing specialist with ability to design and execute successful campaigns that achieve client goals efficiently.,ai
Sarah Jones - Accountant - CPA - 5 years - Big 4,human
Mike Brown - IT Support - Hardware - 3 years,human
Emily Davis - Translator - EN/AR - Freelance 4 years,human
David Wilson - Sales Manager - Tech sector - 6 years,human
رامي سعد مصمم واجهات مبدع يتمتع بأسلوب بصري فريد وقدرة على إنشاء تجارب مستخدم استثنائية تلبي احتياجات العملاء.,ai
خالد محمود مطور Full Stack متخصص يتمتع بخبرة عميقة في بناء تطبيقات ويب متكاملة وقابلة للتوسع باستخدام أحدث التقنيات.,ai
فاطمة حسن مديرة مشاريع محترفة معتمدة PMP تتميز بقدرات قيادية استثنائية وإدارة ناجحة للفرق والمشاريع التقنية بكفاءة عالية.,ai
"كمال صالح - مهندس ميكانيك - 9 سنوات - مصانع - بكالوريوس هندسة 2015",human
"لطيفة عمر - معلمة رياضيات - 12 سنة - ثانوي - ماجستير 2018",human
"سعيد نجم - محاسب تكاليف - 8 سنوات - شركة صناعية",human
"منى فاروق - مصممة أزياء - 4 سنوات - عمل حر",human
"كمال صالح مهندس ميكانيك محترف يتمتع بخبرة واسعة في تصميم وإدارة خطوط الإنتاج المعقدة وقدرة استثنائية على تحسين الكفاءة.",ai
"لطيفة عمر معلمة رياضيات متميزة تتمتع بقدرات تربوية استثنائية وإثراء تجربة التعلم بأعلى معايير التميز الأكاديمي.",ai
"سعيد نجم محاسب تكاليف متخصص يتمتع بخبرة عميقة في التحليل المالي وإعداد تقارير التكاليف المعقدة بأعلى معايير الدقة.",ai
"منى فاروق مصممة أزياء مبدعة تتميز بأسلوب فني فريد وقدرة على إنشاء تصاميم مبتكرة تلبي احتياجات العملاء.",ai
"Systems Architect - 12 years - Enterprise solutions - AWS GCP",human
"Scrum Master - 5 years - Agile - SAFe certified",human
"Systems Architect with exceptional expertise in designing enterprise-scale solutions across cloud platforms. Proven track record.",ai
"Scrum Master professional with comprehensive experience facilitating agile teams and driving continuous improvement.",ai
"باسم خالد - فني مختبرات - 6 سنوات - تحاليل طبية",human
"هند محمد - مديرة تسويق - 7 سنوات - FMCG",human
"باسم خالد فني مختبرات محترف يتمتع بمهارات تحليلية متقدمة وقدرة على إجراء التحاليل بدقة عالية.",ai
"هند محمد مديرة تسويق متميزة تتمتع بقدرات استثنائية في بناء استراتيجيات تسويقية ناجحة وتحقيق أهداف المبيعات.",ai
"Embedded Engineer - C ARM - 7 years - IoT devices",human
"Game Developer - Unity Unreal - 4 years - Mobile games",human
"Embedded systems engineer with advanced capabilities in developing low-level software for IoT and embedded devices.",ai
"Game developer with exceptional creativity and comprehensive experience building engaging cross-platform games.",ai
"فوزي عبدالرحمن - مدير مخازن - 15 سنة - لوجستيات",human
"سميرة إبراهيم - أخصائية تغذية - 5 سنوات - عيادة",human
"فوزي عبدالرحمن مدير مخازن محترف يتمتع بخبرة واسعة في إدارة سلاسل التوريد وتحسين العمليات اللوجستية.",ai
"سميرة إبراهيم أخصائية تغذية متميزة تتمتع بمهارات استثنائية في تقديم استشارات غذائية شاملة تلبي احتياجات المرضى.",ai
"محمد سامي - مبرمج - C# .NET - 4 سنوات - شركة برمجيات",human
"نادية فتحي - محامية - 9 سنوات - قضايا جنائية",human
"محمد سامي مبرمج محترف يتمتع بمهارات استثنائية في تطوير تطبيقات سطح المكتب والويب باستخدام .NET.",ai
"نادية فتحي محامية متخصصة تتمتع بخبرة شاملة في تمثيل العملاء في القضايا الجنائية بكفاءة واحترافية.",ai
"Data Engineer - Spark Kafka - 6 years - Big Data",human
"iOS Developer - Swift - 5 years - App Store apps",human
"Data engineering professional with exceptional expertise in building scalable data pipelines and processing large datasets.",ai
"iOS developer with comprehensive experience creating polished applications that deliver exceptional user experiences.",ai
"عماد رشيد - كهربائي - 11 سنة - تركيبات صناعية",human
"وفاء جابر - معلمة علوم - 6 سنوات - إعدادي",human
"عماد رشيد كهربائي محترف يتمتع بخبرة واسعة في التركيبات الصناعية وصيانة الأنظمة الكهربائية المعقدة.",ai
"وفاء جابر معلمة علوم متميزة تتمتع بقدرات تربوية استثنائية وإثراء تجربة التعلم للطلاب بأعلى المعايير.",ai
"محمد نور - مدير مبيعات - 14 سنة - قطاع السيارات",human
"إيمان كمال - مصممة ديكور - 3 سنوات - داخلي",human
"محمد نور مدير مبيعات محترف يتمتع بمهارات تفاوضية استثنائية وقدرة على بناء علاقات عمل قوية وتحقيق أهداف المبيعات.",ai
"إيمان كمال مصممة ديكور مبدعة تتميز بأسلوب بصري فريد وقدرة على إنشاء مساحات جذابة تلبي احتياجات العملاء.",ai
"Blockchain Developer - Solidity - 3 years - Smart contracts",human
"Data Scientist - Python R - 5 years - ML models",human
"Blockchain developer with exceptional expertise in smart contract development and decentralized application architecture.",ai
"Data scientist with comprehensive analytical capabilities and ability to build predictive models that drive business value.",ai
"عادل مصطفى - صيدلي - 8 سنوات - صيدلية",human
"ريم أحمد - مديرة مبيعات - 5 سنوات - عقارات",human
"عادل مصطفى صيدلي محترف يتمتع بمهارات سريرية متقدمة وقدرة على تقديم استشارات دوائية دقيقة للمرضى.",ai
"ريم أحمد مديرة مبيعات متميزة تتمتع بقدرات استثنائية في إدارة فرق المبيعات وتحقيق أهداف الإيرادات.",ai
"Technical Lead - 10 years - Java Python - Team of 8",human
"Support Engineer - 4 years - Customer facing - SaaS",human
"Technical lead with exceptional leadership capabilities and proven track record delivering complex projects with cross-functional teams.",ai
"Support engineer with comprehensive expertise in troubleshooting and delivering exceptional customer experiences.",ai
"جمال الدين - مدقق حسابات - 10 سنوات - Big 4",human
"سعاد علي - معلمة لغة إنجليزية - 7 سنوات",human
"جمال الدين مدقق حسابات محترف يتمتع بخبرة شاملة في التدقيق المالي وإعداد التقارير بأعلى معايير الاحترافية.",ai
"سعاد علي معلمة لغة إنجليزية متميزة تتمتع بقدرات لغوية استثنائية وإثراء تجربة التعلم للطلاب.",ai
"مصطفى حامد - مدير مشتريات - 13 سنة - صناعة",human
"داليا سعيد - أخصائية اجتماعية - 4 سنوات - مستشفى",human
"مصطفى حامد مدير مشتريات محترف يتمتع بمهارات تفاوضية استثنائية وقدرة على إدارة سلاسل التوريد بكفاءة.",ai
"داليا سعيد أخصائية اجتماعية متميزة تتمتع بمهارات استثنائية في تقديم الدعم النفسي والاجتماعي للمرضى.",ai
"Sales Engineer - Pre-sales - 6 years - Enterprise software",human
"Implementation Consultant - 5 years - ERP systems",human
"Sales engineer with exceptional technical expertise and ability to articulate complex solutions to enterprise customers.",ai
"Implementation consultant with comprehensive experience deploying enterprise systems and driving user adoption.",ai
"طارق حسين - ميكانيكي سيارات - 9 سنوات - وكالة",human
"نعمة حسن - ممرضة - 8 سنوات - عمليات",human
"طارق حسين ميكانيكي سيارات محترف يتمتع بخبرة واسعة في صيانة وإصلاح المركبات بأعلى معايير الجودة.",ai
"نعمة حسن ممرضة متميزة تتمتع بمهارات رعاية شاملة وقدرة على التعامل مع الحالات الحرجة بكفاءة واحترافية.",ai
"Growth Hacker - 4 years - User acquisition - B2C",human
"Content Strategist - 5 years - Editorial - SEO",human
"Growth professional with exceptional expertise in user acquisition strategies and data-driven marketing optimization.",ai
"Content strategist with comprehensive experience developing editorial strategies that drive engagement and SEO performance.",ai
